Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA22,OUT049,2745.25
FDY35,OUT046,847.25
FDJ15,OUT045,2897.5
NCW18,OUT018,3393.25
FDK56,OUT018,2705.25
FDF44,OUT046,2183.25
FDP51,OUT049,2057.25
FDU22,OUT027,3331.25
FDM28,OUT017,2955.25
NCL42,OUT046,3815.25
FDJ15,OUT019,1123.25
FDI32,OUT018,1521.25
DRL11,OUT046,2511.25
DRO59,OUT018,901.25
FDA07,OUT019,163.25
NCO53,OUT013,2819.75
FDO21,OUT045,3561.5
FDW39,OUT045,2825.5
NCV17,OUT013,2043.75
FDE22,OUT046,2551.25
NCB06,OUT018,2169.25
DRF48,OUT017,3027.25
FDB05,OUT013,3931.75
FDP28,OUT027,5587.25
FDP23,OUT046,3503.25
NCS41,OUT018,2553.25
FDS40,OUT018,381.25
FDA16,OUT017,3603.25
FDN20,OUT035,2827.25
FDF04,OUT027,5539.25
DRG36,OUT018,2369.25
FDW16,OUT018,1261.25
FDU09,OUT017,1067.25
FDW01,OUT046,2479.25
FDB15,OUT045,4121.5
NCJ17,OUT049,1433.25
NCT18,OUT018,2557.25
FDG16,OUT018,3105.25
FDP27,OUT017,3155.25
FDQ44,OUT027,3411.25
FDL50,OUT027,3507.25
FDW57,OUT027,4323.25
FDS34,OUT013,1883.75
NCV30,OUT035,1107.25
FDD26,OUT018,2693.25
FDA03,OUT045,2345.5
FDS27,OUT018,2861.25
FDM12,OUT013,3027.75
NCV42,OUT027,3171.25
NCS41,OUT046,2887.25
FDN56,OUT018,2025.25
DRK59,OUT046,3663.25
NCG18,OUT046,1631.25
NCN26,OUT017,1947.25
FDI60,OUT027,2531.25
NCI43,OUT049,873.25
NCL17,OUT049,2329.25
FDQ19,OUT019,2051.25
FDY43,OUT049,2745.25
FDR36,OUT049,857.25
FDJ58,OUT049,2873.25
DRY23,OUT045,681.5
FDK26,OUT027,4483.25
DRH03,OUT045,1449.5
FDC10,OUT010,39.25
FDD23,OUT013,3011.75
FDP32,OUT045,1985.5
FDO31,OUT035,1515.25
FDQ57,OUT013,2323.75
FDX32,OUT027,3779.25
FDC39,OUT027,4739.25
FDU55,OUT046,4151.25
FDL45,OUT013,1987.75
DRK37,OUT049,3049.25
FDK22,OUT013,3427.75
DRG37,OUT027,3891.25
FDK22,OUT017,3523.25
DRH36,OUT018,865.25
DRC36,OUT018,2461.25
DRE03,OUT027,2195.25
FDF34,OUT046,3191.25
FDZ22,OUT046,1367.25
FDC44,OUT010,-96.75
FDN31,OUT027,4435.25
FDO03,OUT017,3787.25
FDA01,OUT049,1129.25
NCH42,OUT049,3705.25
FDF46,OUT018,1577.25
DRL35,OUT046,711.25
FDW46,OUT049,1177.25
FDB58,OUT046,2327.25
FDD47,OUT018,2429.25
NCO17,OUT045,1801.5
FDJ26,OUT017,3547.25
FDU37,OUT045,1289.5
